Cena,Cena za m²,Czynsz (dodatkowo),Finanse,Liczba pokoi,Link,Miejsce,Oferta od,Powierzchnia,Poziom,Rodzaj zabudowy,Rynek,Umeblowane,Miasto
95 000 zł,3064.52 zł/m²,,Otwórz konto w promocji >>,1 pokój,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,31 m²,1,Kamienica,Wtórny,Tak,zabrze
1 700 zł,,1 zł,,2 pokoje,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,60 m²,Parter,Dom wolnostojący,,Tak,zabrze
175 000 zł,3240.74 zł/m²,,Otwórz konto w promocji >>,2 pokoje,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,54 m²,2,Kamienica,Wtórny,Tak,zabrze
164 000 złDo negocjacji,4361.7 zł/m²,,Otwórz konto w promocji >>,2 pokoje,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,"37,60 m²",Parter,Blok,Wtórny,Tak,zabrze
1 500 zł,,200 zł,,3 pokoje,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,50 m²,1,Blok,,Tak,zabrze
1 300 złDo negocjacji,,1 300 zł,,2 pokoje,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,50 m²,1,Blok,,Tak,zabrze
no data,,,,3 pokoje,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,59 m²,1,Kamienica,,Nie,zabrze
1 000 zł,,200 zł,,Kawalerka,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,18 m²,1,Kamienica,,Tak,zabrze
210 000 zł,4038.46 zł/m²,,Otwórz konto w promocji >>,2 pokoje,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,52 m²,2,Blok,Wtórny,Nie,zabrze
1 100 złDo negocjacji,,1 zł,,Kawalerka,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,30 m²,1,Kamienica,,Tak,zabrze
1 300 złDo negocjacji,,5 zł,,2 pokoje,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,40 m²,2,Blok,,Tak,zabrze
1 675 złDo negocjacji,,1 zł,,2 pokoje,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,56 m²,10,Blok,,Tak,zabrze
800 zł,,300 zł,,Kawalerka,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,27 m²,1,Kamienica,,Tak,zabrze
no data,,,,1 pokój,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,27 m²,1,Pozostałe,,Tak,zabrze
1 150 zł,,"0,10 zł",,2 pokoje,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,40 m²,Parter,Blok,,Tak,zabrze
830 zł,,370 zł,,Kawalerka,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,32 m²,8,Blok,,Tak,zabrze
1 900 zł,,1 zł,,3 pokoje,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,54 m²,Parter,Blok,,Tak,zabrze
1 000 zł,,1 000 zł,,Kawalerka,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Biuro / Deweloper,33 m²,1,Apartamentowiec,,Tak,zabrze
1 600 zł,,1 zł,,2 pokoje,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,49 m²,2,Blok,,Tak,zabrze
198 000 zł,5076.92 zł/m²,,Otwórz konto w promocji >>,2 pokoje,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,39 m²,4,Blok,Wtórny,Nie,zabrze
185 500 złDo negocjacji,5300 zł/m²,,Otwórz konto w promocji >>,2 pokoje,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,35 m²,2,Blok,Wtórny,Tak,zabrze
1 100 złDo negocjacji,,400 zł,,2 pokoje,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,38 m²,4,Blok,,Tak,zabrze
395 000 zł,5197.37 zł/m²,,Otwórz konto w promocji >>,4 i więcej,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,76 m²,1,Pozostałe,Wtórny,Nie,zabrze
500 złDo negocjacji,,100 zł,,2 pokoje,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,70 m²,,Kamienica,,Tak,zabrze
990 zł,,1 zł,,3 pokoje,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Biuro / Deweloper,83 m²,2,Kamienica,,Nie,zabrze
105 000 złDo negocjacji,2269.78 zł/m²,,Otwórz konto w promocji >>,2 pokoje,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,"46,26 m²",2,Blok,Wtórny,Nie,zabrze
1 200 zł,,1 zł,,2 pokoje,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,48 m²,2,Kamienica,,Tak,zabrze
1 300 zł,,1 zł,,2 pokoje,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Biuro / Deweloper,51 m²,2,Kamienica,,Tak,zabrze
1 700 złDo negocjacji,,1 zł,,2 pokoje,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,60 m²,Parter,Dom wolnostojący,,Tak,zabrze
1 500 zł,,1 000 zł,,3 pokoje,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,90 m²,3,Kamienica,,Tak,zabrze
1 200 zł,,400 zł,,2 pokoje,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,38 m²,1,Blok,,Tak,zabrze
1 400 zł,,200 zł,,2 pokoje,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,38 m²,2,Blok,,Tak,zabrze
no data,,,,3 pokoje,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,98 m²,4,Kamienica,,Nie,zabrze
no data,,,,3 pokoje,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,98 m²,4,Kamienica,,Tak,zabrze
no data,,,,2 pokoje,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,52 m²,1,Blok,,Tak,zabrze
236 000 złDo negocjacji,5339.37 zł/m²,,Otwórz konto w promocji >>,2 pokoje,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,"44,20 m²",2,Blok,Wtórny,Nie,zabrze
1 100 złDo negocjacji,,1 100 zł,,2 pokoje,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,50 m²,2,Pozostałe,,Tak,zabrze
1 300 złDo negocjacji,,1 zł,,2 pokoje,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,52 m²,2,Blok,,Tak,zabrze
990 złDo negocjacji,,1 zł,,2 pokoje,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,48 m²,2,Kamienica,,Nie,zabrze
400 zł,,100 zł,,3 pokoje,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,56 m²,1,Blok,,Tak,zabrze
1 400 zł,,123 zł,,2 pokoje,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,35 m²,Parter,Kamienica,,Tak,zabrze
345 000 złDo negocjacji,4662.16 zł/m²,,Otwórz konto w promocji >>,4 i więcej,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,74 m²,1,Blok,Wtórny,Nie,zabrze
1 000 zł,,130 zł,,Kawalerka,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,12 m²,2,Kamienica,,Tak,zabrze
1 250 zł,,1 zł,,2 pokoje,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,32 m²,3,Kamienica,,Tak,zabrze
1 000 zł,,300 zł,,Kawalerka,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,20 m²,1,Kamienica,,Tak,zabrze
204 000 zł,3610.62 zł/m²,,Otwórz konto w promocji >>,2 pokoje,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,"56,50 m²",2,Blok,Wtórny,Nie,zabrze
1 700 złDo negocjacji,,400 zł,,4 i więcej,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,95 m²,2,Kamienica,,Tak,zabrze
1 600 zł,,1 zł,,2 pokoje,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,49 m²,2,Blok,,Tak,zabrze
830 zł,,370 zł,,Kawalerka,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,32 m²,8,Blok,,Tak,zabrze
185 500 złDo negocjacji,5300 zł/m²,,Otwórz konto w promocji >>,2 pokoje,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,35 m²,2,Blok,Wtórny,Tak,zabrze
1 100 złDo negocjacji,,400 zł,,2 pokoje,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,38 m²,4,Blok,,Tak,zabrze
1 250 złDo negocjacji,,1 zł,,Kawalerka,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,20 m²,1,Kamienica,,Tak,zabrze
1 500 złDo negocjacji,,550 zł,,3 pokoje,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,48 m²,1,Pozostałe,,Tak,zabrze
800 zł,,200 zł,,Kawalerka,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,32 m²,Parter,Blok,,Tak,zabrze
362 230 zł,4450 zł/m²,,Otwórz konto w promocji >>,4 i więcej,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Biuro / Deweloper,"81,40 m²",2,Blok,Pierwotny,Nie,zabrze
84 000 zł,1870.82 zł/m²,,Otwórz konto w promocji >>,2 pokoje,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Biuro / Deweloper,"44,90 m²",Parter,Kamienica,Wtórny,Nie,zabrze
199 500 złDo negocjacji,2977.61 zł/m²,,Otwórz konto w promocji >>,2 pokoje,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,67 m²,1,Kamienica,Wtórny,Tak,zabrze
1 100 zł,,250 zł,,2 pokoje,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,37 m²,Parter,Blok,,Tak,zabrze
1 500 złDo negocjacji,,1 zł,,Kawalerka,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,34 m²,1,Kamienica,,Tak,zabrze
990 zł,,340 zł,,Kawalerka,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Biuro / Deweloper,25 m²,Parter,Blok,,Tak,zabrze
700 zł,,370 zł,,Kawalerka,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Biuro / Deweloper,22 m²,3,Blok,,Tak,zabrze
750 zł,,360 zł,,Kawalerka,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Biuro / Deweloper,22 m²,2,Blok,,Tak,zabrze
600 złDo negocjacji,,100 zł,,Kawalerka,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,42 m²,2,Kamienica,,Nie,zabrze
115 000 złDo negocjacji,3285.71 zł/m²,,Otwórz konto w promocji >>,1 pokój,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,35 m²,Parter,Kamienica,Wtórny,Tak,zabrze
240 000 zł,3809.52 zł/m²,,Otwórz konto w promocji >>,4 i więcej,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,63 m²,2,Kamienica,Wtórny,Tak,zabrze
1 600 zł,,400 zł,,2 pokoje,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,40 m²,4,Blok,,Tak,zabrze
3 150 złDo negocjacji,,1 zł,,4 i więcej,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,76 m²,,Pozostałe,,Tak,zabrze
1 250 zł,,1 zł,,2 pokoje,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,40 m²,3,Kamienica,,Tak,zabrze
940 złDo negocjacji,,1 zł,,Kawalerka,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,26 m²,2,Blok,,Tak,zabrze
299 000 złDo negocjacji,3476.74 zł/m²,,Otwórz konto w promocji >>,4 i więcej,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,86 m²,Parter,Pozostałe,Wtórny,Tak,zabrze
320 000 złDo negocjacji,2782.61 zł/m²,,Otwórz konto w promocji >>,4 i więcej,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,115 m²,2,Kamienica,Wtórny,Nie,zabrze
800 zł,,410 zł,,Kawalerka,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Biuro / Deweloper,34 m²,8,Blok,,Tak,zabrze
163 000 złDo negocjacji,3622.22 zł/m²,,Otwórz konto w promocji >>,2 pokoje,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,45 m²,3,Blok,Wtórny,Nie,zabrze
1 000 zł,,1 000 zł,,Kawalerka,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Biuro / Deweloper,33 m²,1,Apartamentowiec,,Tak,zabrze
198 000 zł,5076.92 zł/m²,,Otwórz konto w promocji >>,2 pokoje,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,39 m²,4,Blok,Wtórny,Nie,zabrze
1 000 zł,,300 zł,,Kawalerka,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,32 m²,1,Kamienica,,Tak,zabrze
1 250 złDo negocjacji,,1 zł,,Kawalerka,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,20 m²,1,Kamienica,,Tak,zabrze
3 500 złDo negocjacji,,800 zł,,3 pokoje,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,76 m²,1,Apartamentowiec,,Tak,zabrze
1 450 zł,,1 zł,,2 pokoje,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,45 m²,1,Szeregowiec,,Tak,zabrze
199 000 zł,4402.65 zł/m²,,Otwórz konto w promocji >>,3 pokoje,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,"45,20 m²",3,Blok,Wtórny,Nie,zabrze
2 100 złDo negocjacji,,590 zł,,3 pokoje,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,48 m²,2,Blok,,Tak,zabrze
750 zł,,340 zł,,Kawalerka,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,21 m²,2,Kamienica,,Tak,zabrze
299 000 złDo negocjacji,5537.04 zł/m²,,Otwórz konto w promocji >>,2 pokoje,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Biuro / Deweloper,54 m²,Parter,Apartamentowiec,Wtórny,Tak,zabrze
149 000 zł,3167.52 zł/m²,,Otwórz konto w promocji >>,2 pokoje,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Biuro / Deweloper,"47,04 m²",Parter,Blok,Wtórny,Tak,zabrze
199 000 zł,3826.92 zł/m²,,Otwórz konto w promocji >>,2 pokoje,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,52 m²,4,Blok,Wtórny,Nie,zabrze
1 200 zł,,540 zł,,2 pokoje,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,51 m²,7,Blok,,Tak,zabrze
226 000 złDo negocjacji,4213.27 zł/m²,,Otwórz konto w promocji >>,2 pokoje,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,"53,64 m²",1,Blok,Wtórny,Nie,zabrze
1 200 zł,,500 zł,,3 pokoje,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,50 m²,10,Blok,,Tak,zabrze
235 000 złDo negocjacji,4196.43 zł/m²,,Otwórz konto w promocji >>,2 pokoje,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,56 m²,2,Blok,Wtórny,Tak,zabrze
120 960 zł,4200 zł/m²,,Otwórz konto w promocji >>,1 pokój,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Biuro / Deweloper,"28,80 m²",Parter,Apartamentowiec,Pierwotny,Nie,zabrze
990 zł,,220 zł,,3 pokoje,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,86 m²,1,Kamienica,,Nie,zabrze
319 000 złDo negocjacji,5778.99 zł/m²,,Otwórz konto w promocji >>,3 pokoje,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,"55,20 m²",Parter,Apartamentowiec,Wtórny,Tak,zabrze
2 000 zł,,1 zł,,4 i więcej,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,120 m²,1,Apartamentowiec,,Nie,zabrze
1 500 złDo negocjacji,,500 zł,,2 pokoje,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,"47,22 m²",6,Blok,,Tak,zabrze
1 000 zł,,200 zł,,Kawalerka,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,34 m²,Parter,Blok,,Tak,zabrze
800 złDo negocjacji,,550 zł,,3 pokoje,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,67 m²,1,Blok,,Nie,zabrze
2 500 złDo negocjacji,,1 zł,,3 pokoje,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,90 m²,Parter,Kamienica,,Tak,zabrze
219 000 zł,3448.82 zł/m²,,Otwórz konto w promocji >>,3 pokoje,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,"63,50 m²",3,Blok,Wtórny,Nie,zabrze
750 złDo negocjacji,,100 zł,,4 i więcej,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,8 m²,Parter,Blok,,Tak,zabrze
1 000 zł,,380 zł,,Kawalerka,https://www.olx.pl/oferta/tanie-i-ladne-mieszkanie-do-wynajecia-CID3-IDEMu1r.html#0a77fc9db2,"Zabrze, Śląskie",Osoby prywatnej,39 m²,Parter,Blok,,Tak,zabrze
